index,body
169,"['اندازه', '.', 'کیفیت', 'براق', '#هست', 'انگشت', 'زود', 'جذب', 'میکنه', 'قیمت', 'بالاست', '،', 'ظرف', 'چن', 'روز', 'خرید#خر', 'افت', 'قیمت', 'پیداکرد']"
170,"['کار', 'اندازه']"
171,"['کیفیت', 'ژله', '،', 'خشکه']"
172,"['کیت', 'سفارش', 'داد#ده', '.', 'دستمال', 'نرم', 'صفحه', 'نمایش', 'لپتاپ', 'محلول', 'فاقد', 'الکل', 'حجم']"
173,"['کار', 'بندازه']"
174,"['اسپریش', 'دستمال', 'پرز', 'می\u200cده']"
175,"['تخفیف', '.']"
176,"['تمیز', 'معمولیه', 'شبیه', 'همون', 'شیشه', 'پاک', 'کن', 'خودمون', '.', 'دستمال', 'معلومه', 'عمر', 'طولانی', 'نداره', '.']"
177,"['برا', 'مانیتور', 'تلوزیون', 'خوبه', '،', 'اندازه', 'دستمالسم', 'خوبه']"
178,"['ابعاد', 'قسمت', 'تبلت', 'قرار', 'میگیره', 'کوچک', 'اندازه', 'تبلت', 'موقع', 'شارژ', 'سوکت', 'شارژر', 'زور', 'میشه']"
179,"['کیف', 'بصورت', 'استاده', 'ایستاده', 'نمی\u200cتوان', 'استفاده', 'صورتیکه', 'عکس', 'حالت', 'نشان', 'داد#ده', '.', 'تشکر']"
180,[]
181,"['کار', 'اندازه', 'دوستان', '.', 'چاپ', 'جونه']"
182,"['می\u200cتونست', 'ارزان', 'باشه', 'اینقدر', 'نمی\u200cارزه', 'کار', 'رابندازه']"
183,"['خوبه', 'بد']"
184,"['کیفیت', 'بیخود', 'گرونه', '.']"
185,"['راضی', 'بود#باش']"
186,"['مدارک', 'دم', 'دست']"
187,"['#هست', 'دیگه']"
188,"['کلفت', 'درحد', 'خش', 'گیر']"
189,"['معمولی', 'کارراه', 'انداز', '…', '.']"
190,"['باتری', 'داخل', 'CR', '۲۰۵۰', '۳', 'ولت', '#هست', 'میکردن', 'کنتراست', 'پایین', 'ضعیف', 'باتری', '#هست', 'خواست#خواه', 'باتری', 'مشابه', 'مکسل', 'عوض', 'باتری', 'مسکل', 'تاریخ', 'زد#زن', 'کار', 'نمیکرد', '(', 'دکمه', 'دیلیت', 'پاک', 'صفحه', 'باتری', 'کار', 'میکرد', 'باتری', 'مکسل', 'کار', 'نمیکرد', ')', 'سبک', 'اندازه', 'خوبه', 'بقیه', 'مزایا', 'نوشت#نویس', 'عیب', 'اصل', 'کنتراست', '#هست', 'مدل\u200cهای', 'مشابه', 'دید#بین', 'مقایسه', 'کتاب', 'خوان', 'قبل', 'زمینه', 'طوس', 'نوشته', 'تیره', 'مقایسه', 'مدل', 'عکس', 'ویدئو', 'میفرستم', 'راح', 'بشه', 'قضاوت']"
191,"['فروشنده', 'گرون', 'میده', 'کیفیت', 'خوبه', '،', 'اگه', 'اپل', 'پن', '،', 'محافظ', 'گرفت#گیر', 'جا', 'نمیشه', 'شیشه', 'پشت', 'حس', 'میده']"
192,"['کیفیت', '۲۰۲۱', '.', 'دوربین', 'مربع', '،', 'بیضی', 'مرجوع']"
193,"['جنس', 'رضایت', 'بخشه', 'قیمت', 'بالاست', 'اون', 'حالت', 'عموما', 'کاورها', 'استفاده', 'میکنن', 'صورت', 'ایستاده', 'قرار', 'میگیره', 'نمیشه', 'از', 'استفاده', '.', 'اول', 'میایسته', 'بعد', 'میفته', 'ممکنه', 'آیپد', 'آسیب', 'برسه', 'خطرناکه']"
194,"['،', 'صفحه', 'لمس', 'لپتاپ', 'عمل', 'کرد#کن']"
195,"['پیشنهاد', 'میشه', '…', 'توجه', 'داشت#دار', 'تفاوت', 'رنگ', '(', 'سفید', 'نقره', ')', 'محصول', 'مشابه', '…']"
196,"['زیبا', 'عالی']"
197,"['یکم', 'شارژ', 'نگه', 'میداره', 'سرعت', 'بالاس', 'نمیگه', '۶', 'ساعت', 'شارژ', 'میخاد', 'اگه', 'یکسره', 'استفاده', 'شه', 'بازی', 'اینستا', 'کرد#کن']"
198,"['زیبا', 'عالی']"
199,"['معمولیه', 'واسه', 'بچه', 'خوبه']"
200,"['یکم', 'شارژ', 'نگه', 'میداره', 'سرعت', 'بالاس', 'نمیگه', '۶', 'ساعت', 'شارژ', 'میخاد', 'اگه', 'یکسره', 'استفاده', 'شه', 'بازی', 'اینستا', 'کرد#کن']"
201,"['معمولیه', 'واسه', 'بچه', 'خوبه']"
202,"['جنس', 'جلد', 'چندان']"
203,"['جنس', 'جلد', 'چندان']"
204,"['رنگ', 'قهوای', 'میباشد']"
205,"['خوبه', 'جنس', 'قیمت', 'خوبه']"
206,"['خوبه', 'جنس', 'قیمت', 'خوبه']"
207,"['رنگ', 'قهوای', 'میباشد']"
208,"['بد', '،', 'خوبه', 'توقع', 'کار', 'حرفه\u200cای', 'داشت#دار', 'از', 'بازه', 'میشه', 'با', 'کار', 'نقاش', 'کشید#کش']"
209,"['خوبه', 'قیمت']"
210,[]
211,"['قلم', 'خوبیه', 'کارتون', 'انداخت#انداز', '.', 'فرق', 'مدل\u200cهای', 'ارزون\u200cتر', 'داشت#دار', '.', 'موقع', 'کار', 'گوشیتون', 'گلس', 'باشه', 'فشار']"
212,"['اصلا', 'سایز', 'ایپد', 'مینی', '،', 'مرجوع']"
213,"['رویه', 'پشت', 'کثیف', 'خاک', 'زخم', 'هوشمند', 'همونا', 'بسته', 'کردن', 'دستگاه', 'قفل', 'میکنه']"
214,"['تشکر', 'فراوان', 'قیمت', 'کیفیت', 'پیشنهاد', 'میدم', 'خرید#خر', 'عالیه']"
215,"['سر', 'گردوپهنه', 'خو', 'نیومد']"
216,"['بد', 'ظاهرا', 'بسته', 'مامور', 'ارسال', 'موقع', 'آورد#آور']"
217,['کوچیک']
218,['کوچیک']
219,['باکیفیت']
220,['پیشنهاد']
221,['باکیفیت']
222,['پیشنهاد']
223,"['کارت', 'حافظه', 'خوبیه', 'حافظه', 'ک', 'بمن', '۵۷', 'گیگ', 'یه', '۸', 'گیگ', 'داشت#دار']"
224,"['کارت', 'حافظه', 'خوبیه', 'حافظه', 'ک', 'بمن', '۵۷', 'گیگ', 'یه', '۸', 'گیگ', 'داشت#دار']"
225,"['دختر', 'کوچیکم', 'گرفت#گیر', 'صورت', 'دوسش', 'داره']"
226,"['دختر', 'کوچیکم', 'گرفت#گیر', 'صورت', 'دوسش', 'داره']"
227,"['سلام', 'تبلت', 'اسم', 'msi', 'هستش', 'نمیدونم', 'اندازه', 'میشه', 'یانه']"
228,"['سلام', 'تبلت', 'اسم', 'msi', 'هستش', 'نمیدونم', 'اندازه', 'میشه', 'یانه']"
229,['راضیم']
230,[]
231,[]
232,['راضیم']
233,"['تبلت\u200cهای', 'مختلف', 'Lenovo', '،', 'کاور', 'چندین', 'مرتبه', 'سفارش', 'داد#ده', '.', 'مرتبه', 'جنس', 'کاور', 'کاور', 'اصل', '،', 'برد#بر', 'lenovo', 'نوشته', '(', 'حک', ')', 'شد#شو', '.', 'بسته', 'همیشگی', 'داشت#دار', 'داخل', 'کیسه', 'قرار', 'داد#ده', '.']"
234,"['عنوان', 'کیف', 'میشود', 'استفاده', 'تبلت', 'ایستاده', 'نگه', 'نمبدارد']"
235,"['قیمت', 'خوبه']"
236,"['نازک', 'جنس', 'اصلا', 'قبلا', 'طرح', 'گرفت#گیر', 'جنس', 'دوسال', 'کار', 'انقدر', 'نازکه', '۲ماه', 'شد#شو', 'پاره', 'بشه', '.']"
237,"['کاور', 'فیت', 'تبلت', '…', '…', '.', '.', 'ظاهر', 'خوبه']"
238,[]
239,"['اونی', 'واسه', 'فرستاده', 'مرجوع', '؛', 'چندجا', 'زدگی', 'خوردگی', 'رنگ\u200cپریدگی', 'یه', 'روغنای', 'سیاه', 'بدبو', 'چسبیده', '.', 'بهرحال', 'قیمت', 'ارزش', 'برگ', 'اداره', 'پست', 'داشت#دار', 'مرجوع', 'کرد#کن', 'امیدوار', 'نظر', 'دیده', 'بشه', 'درست', 'کنن', '.']"
240,"['معمولی', '…', '…', '.']"
241,"['زود', 'پوسته', 'پوسته', 'میشه', 'قیپت', 'داره']"
242,"['جنس', 'معمولی']"
243,"['کیفی', 'ضعیف']"
244,"['سلام', 'تبلت', 'داخل', 'نمیشه', 'دلیل', 'کیفیت', 'خشک', 'کاور', '،', 'لبه', 'پایین', 'تبلت', 'میمونه']"
245,"['کیفیت', 'معمولی', 'داره', 'نظر', 'نبودن', 'بودنشه', 'جلو', 'ضربه', 'میگیره']"
246,['کیفیت']
247,"['برا', 'تبلت', '۱۰', 'اینچ', 'گرفت#گیر', 'اندازه']"
248,"['تبلت', 'دختر', 'گرفت#گیر', 'بدی', 'استفاده', 'نمیکنه']"
249,"['کیف', 'اجزا', 'متناسب', 'کاراست', '،', 'کلام', 'عجب', 'چیزیه']"
250,"['پایه', 'هاش', 'شکست#شکن', 'مرجوع', 'براتون', 'مفید', 'لطفا', 'لایک', 'متشکر']"
251,"['سلام', 'کیبرد', 'کار', 'تایپ', 'خوبه', 'کلید', 'کنترل', 'رسانه', 'داره', 'کار', 'میکنن', 'شکل', 'مناسب', 'داره', 'قیمت', 'ارزش', 'خرید', 'داره', 'تشکر', 'کابل', 'داخل', 'جعبه', 'کار', 'نمیکرد', 'کوتاه']"
252,"['سلام', 'کیبرد', 'کار', 'تایپ', 'خوبه', 'کلید', 'کنترل', 'رسانه', 'داره', 'کار', 'میکنن', 'شکل', 'مناسب', 'داره', 'قیمت', 'ارزش', 'خرید', 'داره', 'تشکر', 'کابل', 'داخل', 'جعبه', 'کار', 'نمیکرد', 'کوتاه']"
253,"['دیگه', '۱۴', 'تومن', 'پفک', 'نمیشه', 'خرید']"
254,"['توجه', 'قیمت', 'داره', 'واقعا', 'کاستی', 'نمیبینی', 'راضی', 'بود#باش']"
255,"['معمولی', 'قطع', 'داشت#دار']"
256,"['جنس', 'مدلش', 'تبلتمون', 'نمیخوند', 'کوچک', 'مرجوع']"
257,"['قرمزشو\u200cخریدم', 'ارزون\u200cترین', 'جنس', 'بازاره', 'راضیم', 'شیکه', 'کیفیت', 'داره', 'یکم', 'اگه', 'دقت', 'ظریف', 'کاشت#کار', 'ساخت', 'رعایت', 'شد#شو']"
258,"['اصل', 'کار', 'اندازه', 'قبلا', 'گرفت#گیر', 'درست', 'کار', 'کرد#کن', 'اندازه', 'قلم', 'کوتاه', 'اینبار', 'خرید#خر', 'راضیم', '.']"
259,['تبلت\u200cها']
260,['خرید#خر']
261,"['محافظ', 'تبلت', 'برداشته', 'وگرنه', 'نمیره', 'کاش', 'میشد', 'محافظ', 'داخل', 'بشه']"
262,"['ظاهر', 'معمولی', 'خب', 'قیمت', 'پایینه', 'دیگه']"
263,"['قاب', 'تنگ', 'زور', 'افتاد#افت']"
264,[]
265,"['محافظ', 'تبلت', 'برداشته', 'وگرنه', 'نمیره', 'کاش', 'میشد', 'محافظ', 'داخل', 'بشه']"
266,"['ظاهر', 'معمولی', 'خب', 'قیمت', 'پایینه', 'دیگه']"
267,"['مدت', 'استفاده', 'پوست', 'جلد', 'کنده']"
268,[]
269,"['موقع', 'بستن', 'درب', 'کیف', 'هوا', 'باقی', 'میماند', 'کیفیت']"
270,"['قاب', 'تنگ', 'زور', 'افتاد#افت']"
271,"['موقع', 'بستن', 'درب', 'کیف', 'هوا', 'باقی', 'میماند', 'کیفیت']"
272,"['مدت', 'استفاده', 'پوست', 'جلد', 'کنده']"
273,"['،', 'شیک']"
274,"['کاور', 'خوبیه', 'یه', 'خشک', 'هستش', 'بنظرم', 'میشد', 'مدل', 'تا', 'بهتر', 'باشه', 'تبلت', 'هم', 'سر', 'میخوره', 'میکنم', 'آیتم', 'هستش', 'بقیه', 'مدل\u200cها']"
275,"['رنگ', 'رز', 'گلد', 'سفارش', 'داد#ده', 'رنگ', 'دیگه\u200cای', 'تحویل', 'گرفت#گیر', 'هزینه', 'توقع', 'داشت#دار', 'اصلا', 'مدل', 'اشتباه']"
276,"['،', 'شیک']"
277,"['رنگ', 'رز', 'گلد', 'سفارش', 'داد#ده', 'رنگ', 'دیگه\u200cای', 'تحویل', 'گرفت#گیر', 'هزینه', 'توقع', 'داشت#دار', 'اصلا', 'مدل', 'اشتباه']"
278,"['کاور', 'خوبیه', 'یه', 'خشک', 'هستش', 'بنظرم', 'میشد', 'مدل', 'تا', 'بهتر', 'باشه', 'تبلت', 'هم', 'سر', 'میخوره', 'میکنم', 'آیتم', 'هستش', 'بقیه', 'مدل\u200cها']"
279,"['دنبال', 'کاور', 'مدل', 'تبلت', 'گشت#گرد', 'بالاخره', 'کیفیت', 'انچنانی', 'نداره', 'حالت', 'پایه', 'شدن', 'ایستا', 'نداره', 'تبلت', 'رو\u200cنگه', 'نمیداره', 'لیز', 'میخوره', 'هیچیه', 'دو\u200cرنگ', 'بودن', 'بنظرم', 'یخورده', 'جلوه', 'بدی', 'به', 'میده', 'صورت', 'آب', 'ترکیب', 'بشه', 'لااقل', 'ترکیب', 'رنگایی', 'ک', 'به', 'بیات', 'استفاده', 'میشد']"
280,"['قیمت', 'داشت#دار', 'پرداخت', 'میکنید', '،', 'یه', 'کاور', 'قاب', 'معمولیه', '.', 'اگه', 'دوست', 'داشت#دار', 'یه', 'بهتر', 'گرفت#گیر', 'یکم', 'هزینه', '.']"
281,"['کالا', 'ظاهر', 'بچه', 'دوازده', 'سال', '#هست', 'خط', 'خط', 'نقاش', '.', 'وجه', 'نوشتن', 'متن', 'نوشتن', 'فرمول', '.']"
282,"['کالا', 'ظاهر', 'بچه', 'دوازده', 'سال', '#هست', 'خط', 'خط', 'نقاش', '.', 'وجه', 'نوشتن', 'متن', 'نوشتن', 'فرمول', '.']"
283,"['اصلا', 'اصلا', 'اون', 'تو', 'عکس', 'دید#بین', 'سفارش', 'داشت#دار', 'سوارخ', 'کیفیت', 'نامناسب', '،', 'مرجوع']"
284,"['جنس', 'بدردم', 'خورد#خور']"
285,"['اصلا', 'اصلا', 'اون', 'تو', 'عکس', 'دید#بین', 'سفارش', 'داشت#دار', 'سوارخ', 'کیفیت', 'نامناسب', '،', 'مرجوع']"
286,"['جنس', 'بدردم', 'خورد#خور']"
287,"['برد#بر', 'معتبر', 'اصل', '#هست']"
288,"['سرعت', 'قبول', 'کار', 'اندازه', '۱۱۹', 'گیگ', 'بجا', '۱۲۸', 'گیگ']"
289,"['برد#بر', 'معتبر', 'اصل', '#هست']"
290,"['سرعت', 'قبول', 'کار', 'اندازه', '۱۱۹', 'گیگ', 'بجا', '۱۲۸', 'گیگ']"
291,[]
292,[]
293,['معمولی']
294,"['نصب', 'راحت', '…', '…', '.', '\u200c\u200c']"
295,['معمولی']
296,"['سلام', 'ارزش', 'خرید', 'داره']"
297,"['سلام', 'ارزش', 'خرید', 'داره']"
298,"['نصب', 'راحت', '…', '…', '.', '\u200c\u200c']"
299,"['خرید#خر', 'راضی', '#هست', 'کار', 'گرافیکی', 'استفاده', 'میکنم']"
300,"['خرید#خر', 'راضی', '#هست', 'کار', 'گرافیکی', 'استفاده', 'میکنم']"
301,"['خواهر', 'خریده', 'راضیه']"
302,"['خرید#خر', 'راضی', '#هست', 'کار', 'گرافیکی', 'استفاده', 'میکنم']"
303,"['خواهر', 'خریده', 'راضیه']"
304,"['خواهر', 'خریده', 'راضیه']"
305,"['راحت', 'کار', 'نصب', 'میشه', '،', 'تو', 'پاک', 'ارسال']"
306,"['کاشت#کار', 'صورت', 'حباب', 'شد#شو', 'شد#شو', '!!', 'قیمت', 'نمی\u200cارزه', '.']"
307,['افتضاحه']
308,"['خوبه', 'گرونه']"
309,"['دیجی', 'کالا', 'اصلا', 'فروشندگان', 'نظارت', 'نداره', 'چی', 'خرید#خر', 'برام', 'طلق', 'فرستاده', 'واقعا', 'دیجی', 'کالا', 'سال', 'نمیشه', 'الان', 'مقایسه', 'کود', 'اتفاق', 'چندین', 'اتفاق', 'افتاده', 'جالب', 'جعبه', 'محصول', 'داخل', 'طلق', 'ده', 'هزار', 'تومان', '!', 'فروشنده', 'دقت']"
310,"['توجه', 'قیمت', 'انتظار']"
311,"['کاشت#کار', 'صورت', 'حباب', 'شد#شو', 'شد#شو', '!!', 'قیمت', 'نمی\u200cارزه', '.']"
312,[]
313,"['شکسته', 'دستم']"
314,"['خوبه', 'گرونه']"
315,"['فروشنده', 'بجا', 'جنس', 'شیشه', 'طلق', 'پلاستیک', 'ارسال']"
316,"['شکسته', 'دستم']"
317,"['پیشنهاد', 'میکنم👍👍👍👍👍👍👍👍👍👍👍👍👍']"
318,"['سفارش', 'داد#ده', 'شکسته', 'دستم']"
319,"['توجه', 'قیمت', 'انتظار']"
320,"['فروشنده', 'بجا', 'جنس', 'شیشه', 'طلق', 'پلاستیک', 'ارسال']"
321,"['راحت', 'کار', 'نصب', 'میشه', '،', 'تو', 'پاک', 'ارسال']"
322,"['سفارش', 'داد#ده', 'شکسته', 'دستم']"
323,"['پیشنهاد', 'میکنم👍👍👍👍👍👍👍👍👍👍👍👍👍']"
324,[]
325,['افتضاحه']
326,"['دیجی', 'کالا', 'اصلا', 'فروشندگان', 'نظارت', 'نداره', 'چی', 'خرید#خر', 'برام', 'طلق', 'فرستاده', 'واقعا', 'دیجی', 'کالا', 'سال', 'نمیشه', 'الان', 'مقایسه', 'کود', 'اتفاق', 'چندین', 'اتفاق', 'افتاده', 'جالب', 'جعبه', 'محصول', 'داخل', 'طلق', 'ده', 'هزار', 'تومان', '!', 'فروشنده', 'دقت']"
327,"['درکل', 'پیشنهاد', 'نخرین', 'تاچ', 'ضعیف', 'می\u200cکنه', 'عصاب', 'خورد#خور', 'کنه']"
328,"['درکل', 'پیشنهاد', 'نخرین', 'تاچ', 'ضعیف', 'می\u200cکنه', 'عصاب', 'خورد#خور', 'کنه']"
329,"['کاور', 'کیفیشتش', 'خوبه', 'فیته', 'گلاس', 'سایز', 'باشه', 'گوشه', 'زیر', 'نمیشه', 'گلاس', 'بلند', 'میشه']"
330,"['کاور', 'کیفیشتش', 'خوبه', 'فیته', 'گلاس', 'سایز', 'باشه', 'گوشه', 'زیر', 'نمیشه', 'گلاس', 'بلند', 'میشه']"
331,"['کاور', 'بدی', 'ژله', 'ایه', '.', 'T', '۷۳۵', 'گذاشت#گذار', 'یه', 'گلس', 'فشار', 'میاره', 'بلند', 'میکنه', '.', 'رنج', 'قیمت', 'دیگه\u200cای', 'کرد#کن']"
332,"['کاور', 'بدی', 'ژله', 'ایه', '.', 'T', '۷۳۵', 'گذاشت#گذار', 'یه', 'گلس', 'فشار', 'میاره', 'بلند', 'میکنه', '.', 'رنج', 'قیمت', 'دیگه\u200cای', 'کرد#کن']"
333,"['استفاده', 'دوستان', 'دستگاه', 'region', 'خواص', 'اسپورت', 'میکن', 'کارت', 'نمیتونن', 'اکانت', 'استفاده', 'کنن']"
334,"['استفاده', 'دوستان', 'دستگاه', 'region', 'خواص', 'اسپورت', 'میکن', 'کارت', 'نمیتونن', 'اکانت', 'استفاده', 'کنن']"
335,"['استفاده', 'دوستان', 'دستگاه', 'region', 'خواص', 'اسپورت', 'میکن', 'کارت', 'نمیتونن', 'اکانت', 'استفاده', 'کنن']"
336,"['امضا', 'دیجیتالی', 'گرفت#گیر', 'خوبه', 'تبلت']"
337,"['امضا', 'دیجیتالی', 'گرفت#گیر', 'خوبه', 'تبلت']"
338,"['دیجی', 'کالا']"
339,"['دیجی', 'کالا']"
340,"['خوبه', '…', '…', '.', '.']"
341,"['خوبه', '…', '…', '.', '.']"
342,"['دیجی', 'کالا']"
343,"['خوبه', '…', '…', '.', '.']"
344,[]
345,"['جنس', 'خوبه', 'میارزه']"
346,"['کویین', 'عالیه', 'شک', 'نکنین']"
347,"['جنس', 'خوبه', 'میارزه']"
348,[]
349,"['کویین', 'عالیه', 'شک', 'نکنین']"
350,"['توجه', 'قیمت', 'ارسال', 'رایگان', 'باشه', 'اینجوری']"
351,"['توصیه', 'میکنم']"
352,"['استفاده', 'کرد#کن', 'بسته']"
353,"['توجه', 'قیمت', 'ارسال', 'رایگان', 'باشه', 'اینجوری']"
354,"['توصیه', 'میکنم']"
355,"['استفاده', 'کرد#کن', 'بسته']"
356,"['توجه', 'قیمت', 'کیفیت', 'خوبه']"
357,"['خواهرزاده', 'خرید#خر', 'فعلا', 'مشکل', 'نداشته']"
358,"['خواهرزاده', 'خرید#خر', 'فعلا', 'مشکل', 'نداشته']"
359,['قلم']
360,['قیمت']
361,"['جنس', 'چرم', 'مصنوع', 'بدک', '.', 'مشاهد', 'فیلم', 'تبلت', 'طوری', 'ایستاد#ایست', 'تکیه', 'میدم', 'دیوار', 'متکا']"
362,['قبوله']
363,"['یه', 'مدل', 'دیگه', 'ارزونتر', 'داره', 'سایت', 'فرق', 'ندارن', 'نظر', 'اونو', 'خرید#خر', 'جفتشو', 'خرید#خر', 'دید#بین', 'فرق', 'ندارن']"
364,"['یه', 'مدل', 'دیگه', 'ارزونتر', 'داره', 'سایت', 'فرق', 'ندارن', 'نظر', 'اونو', 'خرید#خر', 'جفتشو', 'خرید#خر', 'دید#بین', 'فرق', 'ندارن']"
365,['قبوله']
366,['قلم']
367,"['توجه', 'قیمت', 'کیفیت', 'خوبه']"
368,['قیمت']
369,"['جنس', 'چرم', 'مصنوع', 'بدک', '.', 'مشاهد', 'فیلم', 'تبلت', 'طوری', 'ایستاد#ایست', 'تکیه', 'میدم', 'دیوار', 'متکا']"
370,"['مشکل', '،', 'گوش', 'سامسونگ', 'کار']"
371,"['خوبه', 'ایراد', 'دید#بین', 'واسه', 'poco', 'x۳', 'pro', 'گرفت#گیر']"
372,"['خوبه', 'ایراد', 'دید#بین', 'واسه', 'poco', 'x۳', 'pro', 'گرفت#گیر']"
373,"['خوبه', 'ایراد', 'دید#بین', 'واسه', 'poco', 'x۳', 'pro', 'گرفت#گیر']"
374,"['رم', '۶۴', 'گیگ', 'سفارش', 'داد#ده', 'رم', 'انداخت#انداز', 'تو', 'گوش', '۵۸', 'گیگ', 'حافظه']"
375,"['مشکل', '،', 'گوش', 'سامسونگ', 'کار']"
376,"['رم', '۶۴', 'گیگ', 'سفارش', 'داد#ده', 'رم', 'انداخت#انداز', 'تو', 'گوش', '۵۸', 'گیگ', 'حافظه']"
377,"['سلام', 'تازه', '۲', 'خرید#خر', 'واقعا', 'انتظار', 'داشت#دار', 'جنس', 'ایران', 'اینجوری', 'باشخ', 'خوبه', 'برا', 'کار', 'سنگین', 'رمناسب', 'عالیه', 'قیمت', 'رده', 'بالاست', 'راضیم', 'ممنون', 'دیجی', 'کالا']"
378,"['سلام', 'تازه', '۲', 'خرید#خر', 'واقعا', 'انتظار', 'داشت#دار', 'جنس', 'ایران', 'اینجوری', 'باشخ', 'خوبه', 'برا', 'کار', 'سنگین', 'رمناسب', 'عالیه', 'قیمت', 'رده', 'بالاست', 'راضیم', 'ممنون', 'دیجی', 'کالا']"
379,"['رم', '۶۴', 'گیگ', 'سفارش', 'داد#ده', 'رم', 'انداخت#انداز', 'تو', 'گوش', '۵۸', 'گیگ', 'حافظه']"
380,"['مشکل', '،', 'گوش', 'سامسونگ', 'کار']"
381,"['توجه', 'بازکردن', 'جعبه', 'مشاهده', 'نداشتن', 'زمان', 'گارانتی', 'یکسال', 'وفقط', '۴۰', 'روزمانده', 'وبا', 'پشتبانی', 'دیجی', 'کالا', 'تماس', 'مجبور', 'مرجوع', 'شد#شو', 'توانست#توان', 'استفاده', 'نظر', 'بابت', 'کیفیت', 'وغیره', 'گفت#گو', 'داخل', 'جعبه', 'ماند#مان', 'گلس', 'اوت', 'جی']"
382,"['توجه', 'بازکردن', 'جعبه', 'مشاهده', 'نداشتن', 'زمان', 'گارانتی', 'یکسال', 'وفقط', '۴۰', 'روزمانده', 'وبا', 'پشتبانی', 'دیجی', 'کالا', 'تماس', 'مجبور', 'مرجوع', 'شد#شو', 'توانست#توان', 'استفاده', 'نظر', 'بابت', 'کیفیت', 'وغیره', 'گفت#گو', 'داخل', 'جعبه', 'ماند#مان', 'گلس', 'اوت', 'جی']"
383,"['دوربین', 'دکمه', '…', 'زیاده', 'مدل']"
384,"['آیپد', '۶', '،', 'مرجوع']"
385,"['رنگ', 'راضی', 'بود#باش']"
386,"['iPad', 'air۲', 'عالیه', 'فیت', 'مناسبه', '،', 'جلوه', 'به', 'میده', 'شفافه']"
387,"['دوربین', 'دکمه', '…', 'زیاده', 'مدل']"
388,"['رنگ', 'راضی', 'بود#باش']"
389,"['آیپد', '۶', '،', 'مرجوع']"
390,"['iPad', 'air۲', 'عالیه', 'فیت', 'مناسبه', '،', 'جلوه', 'به', 'میده', 'شفافه']"
391,"['قیمت', 'بد', 'یه', 'کارکنه', 'بشه', 'فهید']"
392,"['گارانتی', 'نداره', 'نمیدونم', 'چی', 'اب', 'بیاد']"
393,"['فعلا', 'ک', 'استفاده', 'کرد#کن', 'بسته', 'بند', 'همون', '۱۶', 'گیگ', 'ارسال']"
394,"['سرعت', 'خوبه', 'راضی', 'بود#باش', 'ممنون']"
395,"['قیمت', 'بد', 'یه', 'کارکنه', 'بشه', 'فهید']"
396,"['گارانتی', 'نداره', 'نمیدونم', 'چی', 'اب', 'بیاد']"
397,"['فعلا', 'ک', 'استفاده', 'کرد#کن', 'بسته', 'بند', 'همون', '۱۶', 'گیگ', 'ارسال']"
398,"['سرعت', 'خوبه', 'راضی', 'بود#باش', 'ممنون']"
399,"['دوستان', 'قلم', 'موبایل', 'تبلت\u200cهای', 'سامسونگ', 'خودشون', 'قلم', 'دارن', 'کار', 'میکنه', 'دستگاه', 'ک', 'قلم', 'محصول', 'ارائه', 'شد#شو', 'کار', 'نمیکنه']"
400,"['دوستان', 'قلم', 'موبایل', 'تبلت\u200cهای', 'سامسونگ', 'خودشون', 'قلم', 'دارن', 'کار', 'میکنه', 'دستگاه', 'ک', 'قلم', 'محصول', 'ارائه', 'شد#شو', 'کار', 'نمیکنه']"
401,"['قلم', 'نی', 'اوکیه', 'یه', 'مقدار', 'نوشتن', 'با', 'اذیت', 'میشه', 'آدم']"
402,"['کار', 'کرد#کن', '.', 'فرستاد#فرست']"
403,"['کار', 'کرد#کن', '.', 'فرستاد#فرست']"
404,"['قلم', 'نی', 'اوکیه', 'یه', 'مقدار', 'نوشتن', 'با', 'اذیت', 'میشه', 'آدم']"
405,"['tab', 'not', '۱۰']"
406,['کار']
407,"['کار', 'کرد#کن', 'a', '۱۱']"
408,['راضیم']
409,"['tab', 'not', '۱۰']"
410,['کار']
411,['راضیم']
412,"['کار', 'کرد#کن', 'a', '۱۱']"
413,"['لطفا', 'محصول', 'موجود', 'ممنون']"
414,"['لطفا', 'محصول', 'موجود', 'ممنون']"
415,"['باتوجه', 'قیمت', 'جنس', 'بهتر', 'میداشت']"
416,"['باتوجه', 'قیمت', 'جنس', 'بهتر', 'میداشت']"
417,"['قیمت', 'کیفیت']"
418,"['قیمت', 'کیفیت']"
419,"['میشه', 'لطفا', 'موجود', 'کرد#کن', 'دیجی', 'کلای', 'عزیز']"
420,"['میشه', 'لطفا', 'موجود', 'کرد#کن', 'دیجی', 'کلای', 'عزیز']"
421,"['توجه', 'کیف', 'موجود', 'بازار', 'کیف', 'واقعا', 'کیفیت', 'داره', 'زیبایی', 'تبلت', 'محافظت', 'میکنه', 'استند', 'د', 'وضعیت', 'قرار', 'میگیرد', '.']"
422,"['توجه', 'کیف', 'موجود', 'بازار', 'کیف', 'واقعا', 'کیفیت', 'داره', 'زیبایی', 'تبلت', 'محافظت', 'میکنه', 'استند', 'د', 'وضعیت', 'قرار', 'میگیرد', '.']"
423,"['کار', 'انداز', '۲', 'مرجوع', 'سالم', 'تحویل', 'گرفت#گیر']"
424,"['کار', 'انداز', '۲', 'مرجوع', 'سالم', 'تحویل', 'گرفت#گیر']"
