index,body
309,"['سلام', 'رم', 'واسه', 'گوش', 'سامسونگ', 'A', '۰۱', 'core', 'خرید#خر', 'دستم', 'باز', 'گذاشت#گذار', 'گوش', 'نگاه', 'دقیق', '۳۲', 'گیگ', 'حافظه', 'یه', 'مارک', 'دیگه', '۱۶', 'گذاشت#گذار', 'گوش', '۱۴', 'گیگ', 'اون', 'داد#ده', 'واسه', 'خودم', 'اینو', 'خرید#خر', 'مقدار', 'حافظه', 'دید#بین', 'حیرت', 'زد#زن', 'کدو', 'رم', 'دقیق', '۳۲', 'گیگه', '؟؟؟', 'گارانتی', 'معتبر', 'قیمت', '۱۲۰', 'تومن', '!!!', 'اگه', 'دقیق', 'بخوام', 'بگم', '۱۱۹', 'هزار', '۵۰۰', 'تومن', '۳', 'گیگ', 'انتقال', 'داد#ده', 'به', '۴', 'دقیقه', 'کشید#کش', 'زمان', 'خوبیه', '.', 'دیجیکالا', 'سایت', '#هست', 'گاه', 'اوقات', 'خراب', 'میکنه']"
310,"['راضی', 'بود#باش']"
311,"['کار', 'راحت', 'انداز', 'خرید#خر', 'راضیم']"
312,"['قبلا', 'مارک', 'گوش', 'ام', 'گرفت#گیر', '.', 'سرعت', 'خواندن', 'نوشتن', 'سال', 'استفاده', 'خراب', 'داشت#دار']"
313,"['کارت', 'حافظه', 'microSDHC']"
314,"['مموری', 'خوبیه', 'پیشنهاد', 'میکنم', 'تشکر', 'دیجی']"
315,"['کیفیت', '.', 'سرعت', '.']"
316,"['بنظر', 'میاد', 'سرعت', 'بسته', 'برچسب', 'گارانتی', 'معتبر', 'مه', 'حافظه', '۳۱/۹۴', 'گیگ', 'هستش', 'عالیه', 'امیدوار', 'عمر', 'بادوام', 'باشه', 'دمتون', 'گرم']"
317,"['سرعت', 'عالیه']"
318,"['سال', 'مشخصات', 'مارک', '۱۶', 'گیگ', 'خرید#خر', 'روز', 'کار', 'میکنه', '.']"
319,"['روزه', 'داشت#دار', 'استفاده', 'میکنم', 'واقعا', 'راضیم', '،', 'تستش', 'سرعت', 'خوبه', '.']"
320,"['کوچک', 'اشکال']"
321,"['جنسای', 'کداک', 'هستن', 'گارانتیه', 'خوب', 'دارن']"
322,"['خوبه', 'مارک', 'سرعت', 'واقعا']"
323,"['ممنون', 'دیجی', 'کالا']"
324,"['کلا', 'برد#بر', 'خوبیه', 'وبخاطر', 'گارانتی', 'مادام', 'العمر', 'ارزش', 'خرید', 'داره']"
325,"['نسب', 'قیمت', 'می\u200cارزد']"
326,"['عععععججبببب', 'سرعتیییییییی']"
327,"['سرعت', 'پردازش', 'استحکام', 'برخورداره', '.']"
328,"['قبلا', 'برد#بر', '.', 'sanDisk', 'استفاده', 'میکردم', 'مموری\u200cها', 'قفل', 'دیگه', 'نمیشد', 'روشون', 'قرارداد', 'برد#بر', 'سرعت', 'read', '/', 'write', 'دید#بین', 'فهمید#فهم', 'انتخاب', 'درست', 'داشت#دار', 'واقعا', '.', 'امیدوار', 'sanDisk', 'قفل', 'نشه']"
329,"['کارت', 'حافظه', 'همراه', 'گارانتی']"
330,"['الان', 'خرید#خر', '.']"
331,"['سرعت', 'انتقال', 'فایل\u200cها', 'عالیه']"
332,"['سرعت', 'انتقال', 'فایل\u200cها', 'عالیه']"
333,"['برد#بر', 'معمولا', 'محصولات', 'ارائه', 'می\u200cده', 'مموری', 'کیفیت', 'برخورداره', '.']"
334,"['سرعت', 'گارانتی', 'متین', 'کیفیت']"
335,"['خوبه', 'عمر', 'کوتاه', 'نظر', 'ویرایش', 'میکنم']"
336,"['برد#بر', 'تردید', 'خریدار', 'نمود#نما', 'یکسال', 'استفاده', 'از', 'راضیم']"
337,"['ساام', 'موقع', 'اکبند', 'ضمانت', 'مادام', 'العمر', 'را', 'متین', 'دستم', 'لا', 'تشکر', 'دیجی', 'کالا']"
338,"['#هست', '…سرعتش', 'واسه', 'نوشتن', 'خوبه', '…حدود', '۲۹', '٫۵', 'گیگ', 'فضا', 'داره']"
339,"['رم', 'مطمئن', 'کیفیت', 'اورجینال', 'دستم', 'راضی', 'ام']"
340,"['کارت', 'حافظه', 'گارانتی', 'واقعی', 'الان', 'انداخت#انداز', 'گوش', 'کداک', 'مارک', 'قدیم', 'شناخته', 'شد#شو', 'هستش', 'شک', 'کرد#کن', 'جنس', 'عالیه']"
341,"['دوماه', 'استفاده', 'مشکل', 'تموم', 'حجم', 'گوش', 'برطرف']"
342,"['دوستا', 'خرید#خر', '،', 'مقایسه', 'سایز', 'رقبا', 'بازار', '،', 'قیمت', 'خوبه', '،', 'جنس', 'اعلا', 'کیفیت', 'میخرین']"
343,"['گوش', 'انر', 'کار', 'میکند']"
344,"['دوربین', 'عکاس', 'خرید#خر', '.', 'تازه', 'انداختمش', 'ب', 'نظر', 'رمه', 'خوبیه', 'توجه', 'گشت#گرد', 'دنبال', 'رم', 'دید#بین', 'مارک', 'مارکای', 'دیگه', 'بهتره', '،', 'ساخت', 'تایوان', '#هست']"
345,"['قیمت', 'بالاست', 'کاربردیه']"
346,['صرفست']
347,['صرفست']
348,"['نقاط', 'ضعف', 'قوت', 'توضیح', 'داد#ده']"
349,"['کاربرد', '#هست', 'کیفیت', 'نسبتا', 'خوبه', '.']"
350,"['واسه', 'کلاس', 'زبان', 'درس', 'سره', 'کلاس', 'کار', 'اومد', 'راضی', 'ام', 'از']"
351,['صرفست']
352,"['کاغذ', 'دیجتالی', 'دختر', 'گرفت#گیر', 'بد']"
353,"['لطفا', 'موجود']"
354,"['قیمت', 'خوبه', 'سرگرم', 'هستش', 'استفاده', 'طولانی', 'بشه', 'دوام', 'توانست#توان', 'سنجید']"
355,"['خرید#خر', 'خوبه']"
356,"['نوشتن', 'برنامه', 'روزانه', 'فرمول', 'درس', 'خوبه']"
357,"['کیفیت', 'خوبه', '۳۵۰', 'تومن', 'نمی\u200cارزه', 'تخفیف', 'قیمت', '۱۵۰', 'تومن', 'هس', 'کاربرد']"
358,"['نوشتن', 'برنامه', 'روزانه', 'فرمول', 'درس', 'خوبه']"
359,['کاربر']
360,"['خوبه', 'مخصوصا', 'واسه', 'کنکوریا', 'اونایی', 'حل', 'سرو', 'کار', 'دارن']"
361,"['چرک', 'نویس', 'تمرین', 'بچه', 'عالیه', 'وخیلی', 'خوبه', 'کمتر', 'مصرف', 'کاغذ', 'پیشنهاد', 'میکنم', 'مدل', 'سفارش', 'داد#ده', 'دیجی', 'کالا', 'مدل', 'دیگه', 'برام', 'ارسال', 'مرجوع', 'کرد#کن', 'اون', 'مدل', 'جواب', 'گو']"
362,['کاربر']
363,"['قیمت', 'عالیه']"
364,"['عالیه', 'نقطه', 'ضعف', 'اینه', 'نوشتتون', 'نمیتونین', 'قسمت', 'پاک', 'کلا', 'پاک', 'میشه', 'صورت']"
365,"['تخفیف', 'خرید#خر', 'ارزش']"
366,"['خرید#خر', 'خوبه']"
367,"['چک', 'نویس', 'صرفه', 'جو', 'مصرف', 'کاغذ', 'خوبه', 'محصل', 'کاربردیه']"
368,"['کادو', 'خوبه']"
369,"['کادو', 'خوبه']"
370,"['نقاش', 'بچه', 'واقعا', 'خوبه', 'ای', 'کاش', 'روز', 'صفحه', 'سفید', 'کاغذ', 'اختراع', 'بشه', 'رنگ', 'فونت\u200cهای', 'مختلف', 'اون', 'موقع', 'دیگه', 'کس', 'دفتر', 'خودکار', 'نخره', '.', 'ممنون', 'دیجیکالا', 'هزینه', 'ارسال', 'کمتر', 'کنین', 'رغبتمون', 'خرید', 'میشه']"
371,"['کار', 'اندازه', '،', 'امیدوار', 'کیفیت', 'دراز', 'باشه', '،', 'طراح', 'پرزنت', 'کار', 'خلاصه', 'چی', 'درد', 'میخوره', '،', 'بجا', 'کاغذ', 'جایگزین', 'خوبیه']"
372,"['یکم', 'موقع', 'پاک', 'باگ', 'داره', 'اونم', 'خاص', 'ک', 'کلید', 'زد#زن', 'پاک', 'میشه', 'اگ', 'رشتتون', 'تجربی', 'ریاضی', 'بهتون', 'صد', 'صد', 'پیشنهاد', 'میکنم']"
373,"['دختر', 'خرید#خر', 'خوش', 'اومد', 'کاربرد', 'دوستدار', 'محیط', 'زیست']"
374,"['سلام', 'دوستان', 'اگه', 'داشت#دار', 'خرید#خر', 'عالیه', '،', 'اندازشم', 'تقریبا', 'اندازه', 'کاغذ', 'a۵', '#هست', 'راضی', 'بود#باش', 'ممنون', 'ازتون']"
375,"['کار', 'روزمره', 'ثبت', 'یادداشت']"
376,"['خیلی', 'عالیه', 'خیل', '…', '.', 'کیفیت', 'بالا', 'داره', 'صفحشم', 'خطو', 'خش', 'هستش', 'پسر', 'گرفت#گیر', 'دبستانه', 'هوا', 'راحت', 'نوشته', 'میشه', 'دیکته', 'جدول', 'ضرب', 'کار', 'کنه', 'اونقدر', 'خو', 'اومده', 'میخوام', 'دیگه', 'شم', 'خرید#خر']"
377,"['قیمت', 'کاربرد']"
378,"['وسیله', 'خانه', 'اغذ', 'مصرف', 'میکنند', '.', 'چک', 'نویس', 'محاسبات', 'کاغذ', 'نقاش', 'بچه', '…']"
379,"['خوبه', 'مخصوصا', 'واسه', 'کنکوریا', 'اونایی', 'حل', 'سرو', 'کار', 'دارن']"
380,"['جایگزین', 'مناسب', 'کاغذ', 'دفترچه', 'خودکاره']"
381,"['اصلا', 'انتظار', 'داشت#دار', 'انقدر', 'باحال', 'باشه', '.', 'روانه']"
382,"['ومصرف', 'چرک', 'نویس', 'فراموش', 'میکنید']"
383,"['یکم', 'موقع', 'پاک', 'باگ', 'داره', 'اونم', 'خاص', 'ک', 'کلید', 'زد#زن', 'پاک', 'میشه', 'اگ', 'رشتتون', 'تجربی', 'ریاضی', 'بهتون', 'صد', 'صد', 'پیشنهاد', 'میکنم']"
384,"['خوبه', 'رنگ', 'قلم', 'تیرس']"
385,['خوبه']
386,"['خوبه', 'کیفیت', 'خوبه']"
387,"['کاربردیه', '؛', 'موقع', 'سوالات', 'محاسبات', 'دیگه', 'نیاز', 'استفاده', 'کاغذ', 'واقعی', '!', ':', ')', 'توجه', 'قیمت', 'تو', 'تخفیف', 'می\u200cارزه']"
388,"['قیمت', 'شگفت\u200cانگیز', 'خوبه', '.']"
389,"['قیمت', 'پیک', 'گران', 'وگرنه', 'قیمت', 'کالا', 'کیفیتشون']"
390,"['مزخرف', ':', '/جالب']"
391,[]
392,['عالیه']
393,[]
394,[]
395,[]
396,"['سلام', 'کودک', 'هرچقدر', 'خواند#خوان', 'میتونن', 'نقاش', 'بکشن', 'ناخن', 'جسم', 'میشه', 'نقاش', 'کشید#کش', 'لا', 'دکمه', 'پاک', 'میشه']"
397,"['عالیه', 'مخصوصا', 'فروش']"
398,['خوبه']
399,"['چک', 'نویس', 'صرفه', 'جو', 'مصرف', 'کاغذ', 'خوبه', 'محصل', 'کاربردیه']"
400,"['قیمت', 'خوبه', 'سرگرم', 'هستش', 'استفاده', 'طولانی', 'بشه', 'دوام', 'توانست#توان', 'سنجید']"
401,"['نظر', 'اگه', 'کلاس', 'برنامه', 'مرد#میر', 'کاغذ', 'مصرف', 'کرد#کن', 'گرفت#گیر', 'انصافا', 'حیل', 'راضی', 'بود#باش', 'قیمت', 'می\u200cارزه']"
402,['بچه']
403,"['چک', 'نویس', 'صرفه', 'جو', 'مصرف', 'کاغذ', 'خوبه', 'محصل', 'کاربردیه']"
404,"['عالیه', 'نقطه', 'ضعف', 'اینه', 'نوشتتون', 'نمیتونین', 'قسمت', 'پاک', 'کلا', 'پاک', 'میشه', 'صورت']"
405,"['مفید', 'منع', 'مصرف', 'کاغذ']"
406,"['قیمت', 'تخفیف', 'شگفت', 'انگیزش', 'مفت']"
407,[]
408,['کاربرد']
409,['عاااالی']
410,[]
411,"['سلام', 'اینو', 'واسه', 'کلاس', 'زبان', 'گرفت#گیر', 'خیل', 'بدر', 'میخوری', 'متنی', 'بخوای', 'سریع', 'نوشت#نویس', 'کاغذ', 'نمیشه', 'سرعت', 'انجام', 'میشه', 'کاشکی', 'یه', 'حافظه', 'نوشت#نویس', 'میشد', 'عکس', 'کنه']"
412,"['تو', 'تخفیف', 'ارزش', 'داره']"
413,"['خیلب', 'راضی', 'بود#باش']"
414,"['چیش', '.', 'قیمت']"
415,"['دختر', 'کوچولو', 'خرید#خر', 'واقعا', 'نمیکردم', 'باشه', 'قبلا', 'مغناطیس', 'شکست', 'کیفیت', 'مغناطیس']"
416,"['قیمت', 'پیک', 'گران', 'وگرنه', 'قیمت', 'کالا', 'کیفیتشون']"
417,"['خوبه', 'فکر', 'نمیکردم', 'اینقدر', 'باشه', '.']"
418,"['واسه', 'بچه', 'عالیه', 'خوبه']"
419,"['خوبه', 'کیفیت', 'خوبه']"
420,"['طرح', 'ماند#مان', 'محکم', 'صفحه', 'فشار', 'پاک', 'رنگ', 'سبز', 'ماند#مان', 'ضربه', 'صفحه', 'کیفیت', 'طرح', 'نوشته', 'نمیکند']"
421,"['قیمت', '…', '.', '.']"
422,['خوبه']
423,"['پسر', 'خرید#خر', 'کاغذ', 'استفاده', 'نصف', 'مشکل']"
424,"['خوبه', '،', 'نور', 'کمه', 'حالت', 'عادی']"
425,"['وسیله', 'خانه', 'اغذ', 'مصرف', 'میکنند', '.', 'چک', 'نویس', 'محاسبات', 'کاغذ', 'نقاش', 'بچه', '…']"
426,"['#هست', 'محصول', 'خریدار', 'میکنم', '،', 'متأسفانه', 'خلاف', 'دفعه', 'جعبه', 'کالا', 'نو', 'ضربه', 'گیر', 'داشت#دار', '.', 'بخاطر', 'کمبود', 'وقت', 'مرجوع', 'کرد#کن', 'بد', 'نظارت', 'کالا', 'ارسال', 'بشه']"
427,"['،', 'دوستان', 'دقت', 'باتری', 'cr', '۱۲۲۰', 'باشه']"
428,"['یاداش', 'روزانه', 'خوبه']"
429,"['جالبه', 'پراستفاده']"
430,"['بدک', 'راضی', 'کنندس']"
431,"['کیفیت', '.', 'دستم', 'افتاد#افت', 'شد#شو', '.', 'کاربرد']"
432,"['نقاش', 'بچه', 'واقعا', 'خوبه', 'ای', 'کاش', 'روز', 'صفحه', 'سفید', 'کاغذ', 'اختراع', 'بشه', 'رنگ', 'فونت\u200cهای', 'مختلف', 'اون', 'موقع', 'دیگه', 'کس', 'دفتر', 'خودکار', 'نخره', '.', 'ممنون', 'دیجیکالا', 'هزینه', 'ارسال', 'کمتر', 'کنین', 'رغبتمون', 'خرید', 'میشه']"
433,"['خوبه', 'واقعا', 'کاغذ', 'میرضه']"
434,"['خرید', 'شک', 'کرد#کن']"
435,[]
436,"['کاربرد', 'داره', 'قیمت']"
437,"['یکم', 'موقع', 'پاک', 'باگ', 'داره', 'اونم', 'خاص', 'ک', 'کلید', 'زد#زن', 'پاک', 'میشه', 'اگ', 'رشتتون', 'تجربی', 'ریاضی', 'بهتون', 'صد', 'صد', 'پیشنهاد', 'میکنم']"
438,"['قیمت', 'خوبه', 'سرگرم', 'هستش', 'استفاده', 'طولانی', 'بشه', 'دوام', 'توانست#توان', 'سنجید']"
439,['عالیه']
440,"['وسیله', 'خانه', 'اغذ', 'مصرف', 'میکنند', '.', 'چک', 'نویس', 'محاسبات', 'کاغذ', 'نقاش', 'بچه', '…']"
441,"['کاربرد', 'محاسبات', 'نقاش', 'کار', 'میاد', 'ضعف', 'اینه', 'حافظه', 'نداره', 'یکجا', 'پاک', 'میکنه', 'اکثرا', 'اینطوری', 'هستن']"
442,[]
443,['کاربر']
444,"['کاغذ', 'دیجیتالی', 'میشه', 'نوشت#نویس', 'نقاش']"
445,"['عالیه', '.', 'نو', 'استفاده', '.', 'سرعت', 'عکس', 'العمل', 'صفحه', '#هست', 'حس', 'نوشتن', 'آدم', 'منتقل', 'می\u200cشه', '.', 'طوری', 'اوقات', 'بیکاری', 'خواست#خواه', 'الک', 'خط', 'خط', '.']"
446,[]
447,['.']
448,"['تک', 'رنگه', 'قیمت', 'کیفیت', 'حرف', 'نداره', '.']"
449,"['راضی', 'بود#باش']"
450,"['حرف', 'داشت#دار', 'یه', 'قلم', 'واقعی', 'می\u200cمونه', 'همون', 'کیفیت', 'لذت', 'منتقل', 'میکنه', '.']"
451,"['مصرف', 'کاغذ', 'بسبار', 'صرفه', 'جو', 'میکند']"
452,"['تجربه', 'دلپذیری', 'کیفیت', 'داره', 'قیمت', 'نقطه', 'ضعف', 'واسه', 'طرح', 'زدن', 'خط', 'میفته', 'قلم', 'کوتاه']"
453,['کاربرد']
454,"['واقعا', 'عالیه', '۳', 'این', 'خرید#خر']"
455,"['ارزش', 'خرید', 'داره', 'پشت', 'قفل', 'حلوگیری', 'پاک', 'دارع', 'اصلا', 'دست', 'نمیوونه']"
456,"['راضی', '#هست']"
457,[]
458,"['نرم', 'می\u200cنویسه', 'می\u200cکشه', 'راضی', '#هست', 'توصیه', 'میشه', 'ممنون', 'دیجی', 'کالا']"
459,"['عالیه', 'واقعا', 'پیشنهاد', 'میکنم', 'جنس', 'ارسال', 'عکس', 'متفاوته', 'ایراد', 'نداره', 'کاربرد', 'یکیه', 'راضی', 'بود#باش']"
460,"['حتما', 'خرید#خر']"
461,"['بنظرم', 'قیمت', 'کار', '#هست']"
462,"['کاربرد', '،', 'بسته', 'تمیز', 'شیک', '،', 'سفارشم', 'سالم', 'تمیز', 'دقیقا', 'سر', 'موقع', 'آوردن', 'خییییلی', 'متشکر']"
463,"['نقاش', 'بچه', 'واقعا', 'خوبه', 'ای', 'کاش', 'روز', 'صفحه', 'سفید', 'کاغذ', 'اختراع', 'بشه', 'رنگ', 'فونت\u200cهای', 'مختلف', 'اون', 'موقع', 'دیگه', 'کس', 'دفتر', 'خودکار', 'نخره', '.', 'ممنون', 'دیجیکالا', 'هزینه', 'ارسال', 'کمتر', 'کنین', 'رغبتمون', 'خرید', 'میشه']"
464,"['خرید#خر', 'واقعا', 'کاربردیه', 'درخت', 'کمتر', 'قطع', 'میشه']"
465,"['بطور', 'توجه', 'قیمت', 'بازار', 'آشفته', 'خارج', 'دیجی', 'کالا', '،', 'تخفیف', 'ارزیاب', '.']"
466,['کاربردیه']
467,"['توشگفت', 'انگیز', 'خرید#خر']"
468,"['میکردم', 'درد', 'خورد#خور', 'واقعا', 'راضیم']"
469,"['کیفیت', 'خوبه', 'قیمت', 'تخفیف', 'مناسبه']"
470,"['وسیله', 'خوبیه', '…', 'ممنون', 'دیجی', 'کالا🤗']"
471,"['قیمت', 'پیک', 'گران', 'وگرنه', 'قیمت', 'کالا', 'کیفیتشون']"
472,"['میتونید', 'راحت', 'نوشت#نویس', 'عکس', 'بگیرین', 'پاک', 'اگه', 'مطلب', 'مهم', 'نوشتین', '.', 'وگر', 'عنوان', 'چرک', 'نویس', 'خوبه', '.', 'خصوصا', 'ریاضیات', 'کار', 'محاسبات', '.', '۲', 'تایه', 'دیگه', 'خرید', '.', 'کاغذه']"
473,"['عالیه', '.', 'مصرف', 'کاغذ', 'چکنویس', 'پسرمن', 'صفرشده', 'جلوگیری', 'ازهدررفت', 'کاغذه', '.', 'قیمت', 'کیفیت', 'داره']"
474,"['عالیه', 'دوسش', 'داشت#دار', 'قیمت', 'میارزه']"
475,"['عالییی', '#هست', 'خرید#خر']"
476,"['حتما', 'خرید#خر', 'العاده', 'ماهه', 'خریدار', 'داشت#دار', 'استفاده', 'میکنمو', 'ایراد', 'دید#بین']"
477,"['فرستادن', 'شبیه', 'عکس', 'متفاوته', 'خوبه', 'راضی', 'ام']"
478,"['خوبه', 'تجربه', 'نوشتن', 'آدم', 'میده', 'کلا', 'خرید#خر', 'راضی', '#هست', 'کاش', 'صحفه\u200cاش', 'نوشتن', 'دراز', 'خط', 'افتاد#افت', '.']"
479,"['خوبه', 'مخصوصا', 'واسه', 'کنکوریا', 'اونایی', 'حل', 'سرو', 'کار', 'دارن']"
480,"['قیمت', 'تخفیف', 'عالیه', 'ارزش', 'خرید', 'بالاس', 'مصرف', 'کاغذ', 'دهم', 'باشه', 'گرفتمش', 'درکل', 'پیشنهاد', 'میکنم']"
481,"['یک', 'برام', 'پاک', 'نمیشد']"
482,"['محصول', 'کار', 'اندازیه', 'رنج', 'قیمت', '،', 'چک', 'نویس', 'نو', 'مناسبه', '.', 'مه', 'همسو', 'میشید', 'تکنولوژی', 'بیخود', 'درخت', 'قطع', 'نمیشه', '.']"
483,[]
484,[]
485,['خوبه']
486,[]
487,"['انتظار', 'بهتر', 'داشت#دار', 'خوبه', 'سرگرم', 'کنندس']"
488,"['خوبه', 'کارا', 'اسکیس', 'طراح', 'کودک', 'عالیه']"
489,"['یکماهه', 'داشت#دار', 'کاغذ', 'دیجیتال', 'عنوان', 'چکنویس', 'استفاده', 'میکنم', '.', 'کیفیت', 'ساخت', 'محصول', 'راضی', '#هست', 'ایراد', 'خاص', 'پاک', 'پرینت', 'دکمه', 'دیلیت', 'دید#بین', '.', 'توجه', 'قلم', 'تصاویر', 'فروشنده', 'گرد', 'کارخونه', 'دستگاه', 'باتری', 'گذاشته', 'نیاز', 'خرید', 'جداگونه', 'باتری', 'داشت#دار', '.']"
490,"['نوشتن', 'برنامه', 'روزانه', 'فرمول', 'درس', 'خوبه']"
491,[]
492,"['هدیه', 'خرید#خر', 'دانش', 'آموز', 'دوره', 'راهنمایی', '.', 'قبول', '.']"
493,"['کادو', 'خوبه']"
494,"['خرید#خر', 'اونایی', 'گرونتر', 'هستن', 'فرق', 'آنچنان', 'کیفیت', 'بالا', 'داره', 'صرفه\u200cجویی', 'مصرف', 'کاغذ', 'کمک', 'بزرگ', 'داره👬']"
495,[]
496,"['خوبه', 'کیفیت', 'خوبه']"
497,"['یادداشت', 'اینا', 'می\u200cتونه', 'مفید', 'باشه']"
498,"['بعنوان', 'کاغذ', 'دیجیتال', 'کاربرد']"
499,"['۱۰', 'خرید#خر', 'عید', 'بچه', 'خوشحال', 'بشن', 'دیدن', 'بتونن', 'نقاش', 'مسئله', 'هاشون', 'انجام', 'بدن', '،', 'خوبه', 'راضی', '#هست']"
500,"['سلام', '.', 'دوتا', 'تخفیف', 'خرید#خر', '.', 'خوبه', '.', 'قیمت', '۴', 'دفتر', 'برابری', 'میکنه', 'نا', 'محدود', 'استفاده', 'میشه', '.', 'ارزش', 'خرید', 'داره', '.', 'اندازش', 'دقت', '۸', 'اینچ', '#هست', '.']"
501,"['تخفیف', 'میارزه', 'واقعا', 'کرد#کن', '۳۰۰', 'ارزش', 'واقع', 'باشه']"
502,"['معمولیه', 'بنظرم']"
503,"['تخفیف', 'خرید#خر', 'راضیم', '.', 'مدل', 'پن', 'بالا', 'صفحه', 'نشون', 'میده', 'مدلی', 'دستم', 'رسیده', 'عکس', 'متفاوته', '.', 'اگه', 'تخفیف', 'گرفت#گیر', 'مدل', 'دستم', 'میرسید', 'حتما', 'بازگشت', 'میزدم', '.', 'گوشه', 'هاش', 'روزه', 'ور', 'اومده', 'مدل\u200cهای', 'دیگه', 'میاد', 'انگار']"
504,"['عالیه', 'نقطه', 'ضعف', 'اینه', 'نوشتتون', 'نمیتونین', 'قسمت', 'پاک', 'کلا', 'پاک', 'میشه', 'صورت']"
505,"['محصول', 'خرید#خر', 'استفاده', 'ایراد', 'اون', 'دید#بین', '.']"
506,"['عالیه', 'کیفیت', 'داره', '۲', 'خرید#خر', 'تو', 'تخفیف', '۱۲۰', 'تومن']"
507,"['وسیله', 'کاربرد']"
508,"['خرید#خر', 'خوبه']"
509,"['خوبه', 'پیشنهاد', 'میکنم', 'ارزان', 'ممنون', 'دیجیکالا']"
510,"['کابردی', 'کیفیت', 'دوتاشو', 'گرفت#گیر', 'خودم', 'بچه', 'نقاش', 'میکشه', 'با']"
511,[]
512,"['العاده', '۱۰۰', 'تومن', 'آدم', 'دفترچه', 'یادداشت', 'نمیدن', 'برسه', 'کاغذ', 'دیجیتال']"
513,['خوبه']
514,"['درکل', 'خوبه', '.']"
515,"['نوشتن', 'کارا', 'دم', 'دست', 'شرح', 'مریضام', 'گرفت#گیر', 'الان', 'راضی', 'بود#باش', 'چک', 'نویس', 'اینام', 'خوبه']"
516,"['خرید#خر', 'راضیم', 'محصول', 'برام', 'ارسال', 'سالم', '#هست', '،', 'عرض', 'صفحه', '۱۲', 'سانتی', 'طول', '۱۸', 'سانتی', '#هست', 'محصول', 'تخفیف', 'خورد#خور', 'خریدمش']"
517,"['کیفیت', 'قیمت', 'هستش', '؛']"
518,"['بد', 'متوسط', 'کار', 'بنداز', 'مشکل', 'آنچنانی', 'داشت#دار', 'دوتا', 'خرید#خر', 'به', 'نفر', 'هدیه', 'بد']"
519,"['واقعا', 'خرید#خر', 'راضیم', '،', 'کیفیت', 'عالیه', '،', 'جنس', 'خوبه', 'نازکه', '،', 'باتریش', 'تو', 'دیجی', 'کالا', '#هست', 'سرچ', '«', 'باتری', 'سکه', 'cr', '۱۲۲۰', '»', 'خط', 'خش', 'نمیوفته', 'واقعا', 'عالیه', '،', 'قیمت', 'مناسب', 'داره', '،', '۸٫۵', 'اینچ', '#هست', 'صفحه', 'LCD', 'رقیب', 'هاش', 'تره', 'خفن', 'تره', '.', 'یه', 'قفل', 'داره', 'اطلاعات', 'نوشت#نویس', 'صورت', 'اتفاق', 'پاک', 'نشه']"
520,['عالیییییییییی']
521,"['حتما', 'خرید#خر']"
522,"['قیمت', 'ارزان']"
523,"['قطعات', 'الکتریکی', 'خوبه', '.']"
524,"['قیمت', 'ارزان']"
525,"['منحصر', '!', 'ارزون', 'کار', 'انداز', 'پیشنهاد', 'میدم', 'حتما', 'خیال', 'راحت', 'بخرین', '!', 'مرسی', 'دیجی', 'کالا', 'عزیز']"
526,"['سلام', 'خرید', 'دستم', 'کیفیته', 'حتما', 'پیشنهاد', 'میکنم', 'اسپری\u200cهای', 'موجود', 'بازار', 'حرف', 'میزنه']"
527,"['کاشت#کار', 'تعمیر', 'برد', 'سیستم\u200cهای', 'امنیت', 'قبلا', 'اسپری', 'ناهید', 'اوکی', 'استفاده', 'میکردم', 'افزایش', 'قیمت', 'پیشنهاد', 'دوستان', 'پروتکت', 'گرفت#گیر', 'نظرو', 'صادقانه', 'میگ', 'کیفیت', 'قیمت', 'بقیه', 'اسپری\u200cهای', 'موجود', 'بازار', 'یه', 'سرو', 'گردن', 'بالاتره', 'نظرو', 'دوماه', 'تست', 'کار', 'اسپری', 'پروتکت', 'میدم']"
528,"['اسپری', 'واقعا', 'عالیی', '#هست', 'قبلا', 'اسپره\u200cهای', 'دیگه', 'بازار', 'استفاده', 'کرد#کن', 'لک', 'میزاشتن', 'نمیشستن', 'شستشو', 'میده', 'لکه', 'نمیندازه', 'واقعا', 'ارزش', 'خرید', 'بالا', 'داره']"
529,"['واقعا', 'اسپری', 'خشک', 'دیگه', 'حرف', 'میزنه', 'قبلا', 'اسپری', 'خشک', 'مارک', 'دیگه', 'استفاده', 'میکردم', 'بو', 'لک', 'مینداختن', 'برد', 'اسپری', 'خشک', 'پروتکت', 'داشت#دار', 'میزنم', 'بو', 'بدی', 'داره', 'لک', 'میندازه', 'برد', 'خدا', 'کیفیت', 'قیمت', 'پایین', 'عالیه']"
530,"['اسپری', '#هست', 'رقبا', 'قیمت', 'خوبه', 'کیفیت', 'رقابته']"
531,"['کاربرد', 'مصرف', 'بستگی']"
532,"['قیمت', 'بازار']"
533,"['قیمت', 'میارزه']"
534,"['قیمت', 'میارزه']"
535,"['خوبه', 'شستو', 'شد#شو', 'قطعات']"
536,"['اسپری', 'کیفیتیه']"
537,"['اسپری', '#هست', 'رقبا', 'قیمت', 'خوبه', 'کیفیت', 'رقابته']"
